label,x,y,plot_type,plot_num
MK,0.0,1043.030061130031,path,0
MK,10.0,1043.030061130031,path,0
MK,11.233240329780275,1043.030061130031,path,0
MK,12.618568830660209,1043.030061130031,path,0
MK,14.174741629268045,1043.030061130031,path,0
MK,15.922827933410918,1762.480762483656,path,0
MK,17.886495290574345,1762.480762483656,path,0
MK,20.092330025650476,1762.480762483656,path,0
MK,22.570197196339187,2582.5096640150277,path,0
MK,25.35364493970111,2582.5096640150277,path,0
MK,28.480358684358016,2582.5096640150277,path,0
MK,31.99267137797384,3039.614917579143,path,0
MK,35.93813663804629,3039.614917579143,path,0
MK,40.37017258596553,3039.614917579143,path,0
MK,45.34878508128582,2974.2459768903122,path,0
MK,50.941380148163795,2974.2459768903122,path,0
MK,57.223676593502134,2974.2459768903122,path,0
MK,64.28073117284318,2648.282389679527,path,0
MK,72.20809018385462,2648.282389679527,path,0
MK,81.1130830789687,2648.282389679527,path,0
MK,91.11627561154896,2357.984193095933,path,0
MK,102.35310218990256,2357.984193095933,path,0
MK,114.97569953977354,2357.984193095933,path,0
MK,129.15496650148836,2357.984193095933,path,0
MK,145.08287784959384,2275.527421432902,path,0
MK,162.97508346206448,2275.527421432902,path,0
MK,183.0738280295367,2275.527421432902,path,0
MK,205.6512308348651,2498.2967896423947,path,0
MK,231.01297000831585,2498.2967896423947,path,0
MK,259.5024211399735,2498.2967896423947,path,0
MK,291.5053062825175,3003.6019301768647,path,0
MK,327.4549162877727,3003.6019301768647,path,0
MK,367.8379771828631,3003.6019301768647,path,0
MK,413.20124001153357,3285.3215420508636,path,0
MK,464.1588833612778,3285.3215420508636,path,0
MK,521.4008287999683,3285.3215420508636,path,0
MK,585.7020818056666,3411.8756077998487,path,0
MK,657.9332246575676,3411.8756077998487,path,0
MK,739.0722033525776,3411.8756077998487,path,0
MK,830.2175681319741,11465.783519381675,path,0
MK,932.6033468832196,11465.783519381675,path,0
MK,1047.6157527896646,11465.783519381675,path,0
MK,1176.8119524349975,11465.783519381675,path,0
MK,1321.9411484660282,42571.405999882896,path,0
MK,1484.9682622544644,42571.405999882896,path,0
MK,1668.1005372000586,42571.405999882896,path,0
MK,1873.8174228603823,211677.18891450195,path,0
MK,2104.904144512019,211677.18891450195,path,0
MK,2364.4894126454064,211677.18891450195,path,0
MK,2656.087782946686,474850.97931399423,path,0
MK,2983.6472402833397,474850.97931399423,path,0
MK,3351.6026509388394,474850.97931399423,path,0
MK,3764.935806792466,345686.6710297318,path,0
MK,4229.242874389497,345686.6710297318,path,0
MK,4750.810162102796,345686.6710297318,path,0
MK,5336.699231206305,106011.2967726654,path,0
MK,5994.842503189407,106011.2967726654,path,0
MK,6734.150657750819,106011.2967726654,path,0
MK,7564.633275546288,14479.758182507707,path,0
MK,8497.534359086434,14479.758182507707,path,0
MK,9545.484566618334,14479.758182507707,path,0
MK,10722.672220103228,3862.3886848785637,path,0
MK,12045.035402587819,3862.3886848785637,path,0
MK,13530.477745798056,16480.528892830043,path,0
MK,15199.110829529327,16480.528892830043,path,0
MK,17073.526474706898,16480.528892830043,path,0
MK,19179.10261672488,19088.295030550067,path,0
MK,21544.346900318837,19088.295030550067,path,0
MK,24201.2826479438,21198.14601791411,path,0
MK,27185.88242732939,21198.14601791411,path,0
MK,30538.555088334146,21198.14601791411,path,0
MK,34304.692863149176,23487.443649762055,path,0
MK,38535.28593710526,23487.443649762055,path,0
MK,43287.61281083056,23487.443649762055,path,0
MK,48626.01580065351,40276.63007293935,path,0
MK,54622.772176843406,40276.63007293935,path,0
MK,61359.07273413167,40276.63007293935,path,0
MK,68926.12104349693,40276.63007293935,path,0
MK,77426.36826811267,45296.59002055749,path,0
MK,86974.90026177831,45296.59002055749,path,0
MK,97700.99572992242,45296.59002055749,path,0
MK,109749.87654930564,45296.59002055749,path,0
MK,123284.67394420656,45296.59002055749,path,0
MK,138488.6371393871,241032.40725826987,path,0
MK,155567.61439304717,241032.40725826987,path,0
MK,174752.84000076822,241032.40725826987,path,0
MK,196304.0650040272,241032.40725826987,path,0
MK,220513.07399030446,241032.40725826987,path,0
MK,247707.6355991708,241032.40725826987,path,0
MK,278255.94022071245,241032.40725826987,path,0
MK,312571.5849688234,241032.40725826987,path,0
MK,351119.17342151265,241032.40725826987,path,0
MK,394420.60594376543,241032.40725826987,path,0
MK,443062.14575838763,241032.40725826987,path,0
MK,497702.3564332112,241032.40725826987,path,0
MK,559081.0182512221,241032.40725826987,path,0
MK,628029.1441834244,241032.40725826987,path,0
MK,705480.2310718643,241032.40725826987,path,0
MK,792482.8983539167,241032.40725826987,path,0
MK,890215.0854450389,241032.40725826987,path,0
MK,1000000.0000000001,1240371.134080588,path,0
